Dataset;Best Params;n_time_steps;MSE;RMSE;MAE;MAPE;sMAPE;Duration
sunspot;STL(period=12)_ARIMA((1, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);15;310322.50656536187;557.0659804416007;467.69676226978305;75.17457127110428;66.59;381.9701232910156
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);16;315710.231356899;561.880976147884;454.60301018800385;75.33796712570388;66.59;305.3070664405823
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);17;309453.0305013525;556.2850263141661;449.7710654740081;74.18929941595;65.41;250.48803806304932
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);18;309624.51787107775;556.4391412104991;440.7437983723801;74.14912604139342;65.3;290.6747672557831
sunspot;STL(period=12)_ARIMA((0, 1, 2))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);19;304758.15062296914;552.0490472983076;440.4275355969177;73.94965791056755;65.11;539.1199951171875
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);20;301407.792704823;549.0061863994093;450.89569583901016;74.50337830236685;65.78;291.36642503738403
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);21;304488.3826520592;551.8046598680181;463.26415933284795;74.94974704859884;67.09;320.6873002052307
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);22;297386.7169189291;545.3317494139958;476.99039168866295;75.68856343076669;67.77;336.5678508281708
sunspot;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);23;292856.34676339634;541.1620337416477;480.0679978365332;76.27281369875246;68.2;353.98841094970703
sunspot;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);24;272829.19102780544;522.3305380961422;484.248253564995;75.24354024903866;66.53;309.4369549751282
